StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-12 00:51:41,2024-10-12 00:52:35,IP Address,140.177.138.242,100,53,True,2024-10-12 00:52:36,R_3auCmDl1S07yrfz,,,,,40.6839,-89.5611,anonymous,EN,6107b258c4fd1903e993fa56,22,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I liked how clean it was, and some of the content. It looks easily accessible.",No,,6107b258c4fd1903e993fa56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0 (Edition std-1)",East Peoria,IL,61611
2024-10-12 00:51:50,2024-10-12 00:53:13,IP Address,174.209.199.169,100,83,True,2024-10-12 00:53:14,R_6rDeqvsPdfAvdYT,,,,,33.7838,-84.4455,anonymous,EN,664cf13fdb4407ac502a37e4,25,Male,,White or Caucasian,,Nintendo,Nintendo,"I liked the memes and I liked that there was no political discussion ",No,,664cf13fdb4407ac502a37e4,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Atlanta,GA,30339
2024-10-12 00:51:35,2024-10-12 00:53:59,IP Address,99.98.38.246,100,144,True,2024-10-12 00:54:00,R_3WKy2AMxIzvnEDD,,,,,29.6285,-98.437,anonymous,EN,63b703a29611ae603966dac3,26,Female,,Black or African American,,i remember seeing ads but not specifically so n/a,Nintendo,those memes were actually funny and i had an urge to screenshot like i would regularly do,No,,63b703a29611ae603966dac3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",San Antonio,TX,78259
2024-10-12 00:53:02,2024-10-12 00:54:00,IP Address,163.123.25.125,100,57,True,2024-10-12 00:54:01,R_34JoeAgNVQvZzOq,,,,,47.9259,-97.0267,anonymous,EN,5bb9cca600312000015713d8,30,Male,,White or Caucasian,,"Nintendo, Apple","Apple,Nintendo,Beats by Dre",Those were not my type of memes.,No,,5bb9cca600312000015713d8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",East Grand Forks,MN,56721
2024-10-12 00:52:44,2024-10-12 00:54:33,IP Address,173.24.218.169,100,108,True,2024-10-12 00:54:33,R_55vycm9ZImhMvfV,,,,,31.5493,-84.0818,anonymous,EN,6672d8756129fc9217ceb0d1,25,Male,,Black or African American,,N/A,I do not recall any sponsored posts,The only thing I can say is that some of the memes were funny.,No,,6672d8756129fc9217ceb0d1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Albany,GA,31705
2024-10-12 00:51:56,2024-10-12 00:55:34,IP Address,73.135.98.167,100,218,True,2024-10-12 00:55:35,R_7CT9PIJJA6wqiff,,,,,39.5952,-77.8911,anonymous,EN,65fa0e79a7fdcf0438102496,30,Female,,White or Caucasian,,"Bose, samsung","Bose,Nintendo,Samsung","It was fine. There are a lot more ads mixed in with Twitter's feed in reality, so it was nice not to see as many. ",No,,65fa0e79a7fdcf0438102496,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Martinsburg,WV,25404
2024-10-12 00:54:42,2024-10-12 00:56:13,IP Address,68.189.13.71,100,90,True,2024-10-12 00:56:13,R_7v7xiOFwfbY2WYh,,,,,36.9102,-121.7564,anonymous,EN,5c552224f979a40001c44e4d,29,Male,,"White or Caucasian,American Indian/Native American or Alaska Native",,Nintendo,Nintendo,"My Twitter content is usually more political in nature, so this was  a bit different for me.",No,,5c552224f979a40001c44e4d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Watsonville,CA,95076
2024-10-12 00:56:29,2024-10-12 00:57:08,IP Address,71.204.166.252,100,39,True,2024-10-12 00:57:09,R_5U6rfm5C7NNIv3g,,,,,37.2692,-121.845,anonymous,EN,5dda51f040460e9a0f5f6a70,22,Male,,Asian,,n/a,Bose,"I liked the memes, but it felt lacking in variety",No,,5dda51f040460e9a0f5f6a70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",San Jose,CA,95111
2024-10-12 00:55:30,2024-10-12 00:57:48,IP Address,47.187.126.86,100,137,True,2024-10-12 00:57:48,R_8wMsQMonHbjsgSz,,,,,32.961,-96.9841,anonymous,EN,669182858aba6fb03faa14f2,19,Male,,White or Caucasian,,"Apple, some smart watch company, Nintendo","Apple,Nintendo,Fitbit","A lot of the memes were very unfunny. A few got a reactionary ""Hah, that's so true that it's funny"", but otherwise, dreadfully unfunny. It seemed very oriented towards boomers and millennials. ",No,,669182858aba6fb03faa14f2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Coppell,TX,75019
2024-10-12 00:56:42,2024-10-12 00:58:07,IP Address,75.172.35.218,100,85,True,2024-10-12 00:58:07,R_7aLTrNuZprgDiR6,,,,,47.5357,-122.3503,anonymous,EN,610e063896c52970e2c24bb5,21,Female,,White or Caucasian,,"apple, samsung","Apple,Samsung,Amazon,Sony Playstation","a lot of memes, few adds.",No,,610e063896c52970e2c24bb5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Seattle,WA,98108
2024-10-12 00:57:22,2024-10-12 00:58:14,IP Address,24.240.24.239,100,52,True,2024-10-12 00:58:15,R_1AwMu2PmyFOcYet,,,,,33.5325,-83.8547,anonymous,EN,6314d97aa02af651ea1a9591,21,Male,,White or Caucasian,,"Nintendo, FitBit, Samsung ","Nintendo,Samsung,Fitbit","All from the same account ",No,,6314d97aa02af651ea1a9591,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",McDonough,GA,30253
2024-10-12 00:56:29,2024-10-12 00:58:20,IP Address,108.184.161.108,100,111,True,2024-10-12 00:58:20,R_1JruR6DIMg1p1dk,,,,,34.1091,-117.7126,anonymous,EN,61004696895aeda4629ecd6e,29,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"Some of the memes were funny but most posts were for a younger demographic. It wasn't a feed that really stuck out to me or one I would pay much attention too.  ",No,,61004696895aeda4629ecd6e,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Claremont,CA,91711
2024-10-12 00:57:32,2024-10-12 00:58:29,IP Address,104.51.229.67,100,57,True,2024-10-12 00:58:30,R_3cA7K8EWJkq5NXn,,,,,38.5759,-90.5167,anonymous,EN,665e49cc2758155528c8812d,30,Male,,White or Caucasian,,Bose,Bose,Very much like twitter. Memes mixed with ads. Usually quickly scroll past ads.,No,,665e49cc2758155528c8812d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Ballwin,MO,63021
2024-10-12 00:58:28,2024-10-12 00:59:50,IP Address,174.242.68.245,100,82,True,2024-10-12 00:59:51,R_1Xeh1ITIwJV5OVP,,,,,42.3562,-71.0631,anonymous,EN,65de09d5b564cfa85d360bba,28,Female,,White or Caucasian,,Bose,Bose,"I liked how the social media feed was memes with funny captions very entertaining. ",No,,65de09d5b564cfa85d360bba,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",Boston,MA,02121
2024-10-12 00:58:26,2024-10-12 01:00:05,IP Address,172.119.213.83,100,98,True,2024-10-12 01:00:05,R_76fQbUjTXzNrxVD,,,,,34.1301,-117.2044,anonymous,EN,5d24e7aec81128001721628f,29,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",,"Nintendo, Samsung ","Nintendo,Samsung,Sony Playstation",I liked that it was all memes because I like memes. I never really like ads and usually ignore them.,No,,5d24e7aec81128001721628f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Highland,CA,92346
2024-10-12 00:58:44,2024-10-12 01:00:17,IP Address,47.14.114.25,100,92,True,2024-10-12 01:00:17,R_70OE9MkQjPN0qzb,,,,,42.1753,-71.6017,anonymous,EN,665a433b5cf2b3fc75ec044e,26,Male,,Other,middle eastern,"Nintendo, Whoop. Samsung","Nintendo,Whoop,Samsung","The memes were pretty good and fairly general in scope, so they could be relatable for a lot of people. Many are things I may see on my own feed.",No,,665a433b5cf2b3fc75ec044e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Upton,MA,01568
2024-10-12 00:58:35,2024-10-12 01:00:31,IP Address,172.56.17.166,100,116,True,2024-10-12 01:00:31,R_5Jwk1Q3pbEHbG1j,,,,,41.8986,-87.738,anonymous,EN,6616b1b89d3d1f07f19364c8,25,Female,,Black or African American,,N/a,Sony Playstation,"I loved scrolling on this social media feed it was fun, humorous and entertaining to read.",No,,6616b1b89d3d1f07f19364c8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",Chicago,IL,60638
2024-10-12 00:59:49,2024-10-12 01:00:38,IP Address,74.76.130.160,100,48,True,2024-10-12 01:00:38,R_5p0YVKpZQ39dSTv,,,,,43.0592,-73.7356,anonymous,EN,6665e83f4ecaa61a4f9b6fc7,27,Female,,White or Caucasian,,"bose ",Bose,"I liked the memes or the relatable commentary. ",No,,6665e83f4ecaa61a4f9b6fc7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Saratoga Springs,NY,12866
2024-10-12 00:59:19,2024-10-12 01:01:44,IP Address,172.58.52.67,100,144,True,2024-10-12 01:01:45,R_3ttIOasx2bsek1j,,,,,29.7335,-95.5564,anonymous,EN,66f5a4545710bb2274271e49,27,Female,,Black or African American,,"Apple, Samsung","Apple,Samsung",The tweets are hilarious,No,,66f5a4545710bb2274271e49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Houston,TX,77043
2024-10-12 01:00:16,2024-10-12 01:02:08,IP Address,174.80.147.131,100,111,True,2024-10-12 01:02:08,R_7IOroW5p7hwkMhP,,,,,34.0114,-85.2471,anonymous,EN,66a010648f894511e8f772b4,22,Female,,White or Caucasian,,"IKEA, beats","Beats by Dre,Fitbit",I saw more memes than anything which I thought  all where at least a little funny.,No,,66a010648f894511e8f772b4,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Cedartown,GA,30125
2024-10-12 01:00:24,2024-10-12 01:02:08,IP Address,172.56.93.16,100,104,True,2024-10-12 01:02:09,R_50cX8IyCf9d8KDT,,,,,29.4411,-98.4936,anonymous,EN,60ff1e2673de1b1e09dfaf59,25,Female,,White or Caucasian,,"Bose,Apple","Bose,Apple",I thought most of the memes were actually funny and relatable.,No,,60ff1e2673de1b1e09dfaf59,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Austin,TX,78722
2024-10-12 01:00:38,2024-10-12 01:02:29,IP Address,64.54.15.151,100,111,True,2024-10-12 01:02:29,R_3p4ir8cGQmob6DN,,,,,37.7562,-122.4866,anonymous,EN,66887dc2c86cfc62e8bec753,22,Female,,Black or African American,,There was an ad for Whoo.me. I believe that is what it is called. It opened in a separate browser.,Whoop,"I believe that the social media feed reflected social media in the early 2010s, before it became heavily polarized and politicized. Especially compared to Twitter nowadays.",No,,66887dc2c86cfc62e8bec753,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",San Francisco,CA,94110
2024-10-12 01:01:41,2024-10-12 01:02:54,IP Address,216.106.142.65,100,73,True,2024-10-12 01:02:55,R_5t3gyZRZNFCLlE5,,,,,37.2532,-80.4347,anonymous,EN,6679c981cc92cb42a0ed3478,21,Non-binary / third gender,,White or Caucasian,,"Nintendo, 9Gag",Nintendo,I wish I could view more profile information. Thank you.,Yes:,Thank you so much!,6679c981cc92cb42a0ed3478,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Blacksburg,VA,24060
2024-10-12 01:01:13,2024-10-12 01:03:14,IP Address,172.59.197.28,100,121,True,2024-10-12 01:03:15,R_7dmAD6oD7kc9HGQ,,,,,32.6609,-97.0342,anonymous,EN,6691a7b8f8e4de298758ae93,29,Male,,Other,"Latino ","Samsung, apple, Nintendo ","Apple,Nintendo,Samsung","Just a bunch of memes . Alright I guess ",No,,6691a7b8f8e4de298758ae93,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Dallas,TX,75287
2024-10-12 01:02:23,2024-10-12 01:03:16,IP Address,160.19.11.193,100,52,True,2024-10-12 01:03:16,R_6l1NRNdcbs2t9kt,,,,,37.5438,-77.5029,anonymous,EN,6643dafa662725412dc25a3e,30,Female,,White or Caucasian,,Bose,Bose,"Not funny to me. Probably wouldn’t follow this account. ",No,,6643dafa662725412dc25a3e,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Richmond,VA,23260
2024-10-12 01:01:02,2024-10-12 01:03:18,IP Address,24.210.196.209,100,136,True,2024-10-12 01:03:19,R_7jW0FixSiLROTZg,,,,,41.5882,-81.5492,anonymous,EN,66fede047d9db4653edcafba,30,Male,,White or Caucasian,,"Apple, Bose, Samsung ","Bose,Apple,Nintendo,Samsung","Once I start noticing advertisements I start to immediately scroll past them.  I guess the only ones I remember are the specific products that I currently or have owned. ",No,,66fede047d9db4653edcafba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Cleveland,OH,44119
2024-10-12 01:01:48,2024-10-12 01:03:23,IP Address,16.98.115.63,100,94,True,2024-10-12 01:03:24,R_5v33IvvqtOqQExX,,,,,33.4663,-86.808,anonymous,EN,668db3a19f85aeef8769bb74,26,Female,,White or Caucasian,,Bose,"Bose,Nintendo,Microsoft,Spotify,Dell",I liked the memes and that it was more images than written tweets,No,,668db3a19f85aeef8769bb74,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Birmingham,AL,35205
2024-10-12 01:02:03,2024-10-12 01:03:23,IP Address,98.238.234.146,100,80,True,2024-10-12 01:03:24,R_7Jq3oktvbBIfjZF,,,,,38.6841,-121.0676,anonymous,EN,66797e76592771cdd0a5cd86,25,Male,,White or Caucasian,,"Nintendo, Apple","Apple,Fitbit",It was a very long feed. The captions were funny more times than not.,No,,66797e76592771cdd0a5cd86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",El Dorado Hills,CA,95762
2024-10-12 01:01:57,2024-10-12 01:03:31,IP Address,192.181.98.145,100,93,True,2024-10-12 01:03:32,R_6z6GJGIRgONzvR4,,,,,37.7548,-84.2985,anonymous,EN,66424049afd503d9b07c56d9,23,Non-binary / third gender,,White or Caucasian,,"Boss, Apple","Bose,Apple,Nintendo","I didn’t really like that every post had a photo ",Yes:,,66424049afd503d9b07c56d9,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Richmond,KY,40475
2024-10-12 01:01:14,2024-10-12 01:03:57,IP Address,104.186.18.105,100,163,True,2024-10-12 01:03:58,R_5FS9Xz2JqmvXlAJ,,,,,35.2494,-81.3812,anonymous,EN,66a2ec69dbb7753246c9cffb,28,Female,,White or Caucasian,,Boise,Nintendo,It was generic but I'm sure many people appreciate these memes if they are scattered through their feed rather than all at once from one source. This was an enjoyable study.,No,,66a2ec69dbb7753246c9cffb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Kings Mountain,NC,28086
2024-10-12 01:02:23,2024-10-12 01:04:01,IP Address,162.83.176.241,100,97,True,2024-10-12 01:04:01,R_5QarePhafK0CBbl,,,,,40.7609,-73.9115,anonymous,EN,66b21fb90313358018c9257b,28,Female,,"White or Caucasian,Asian",,"Nintendo, Whoop, Bose","Bose,Apple,Nintendo,Whoop","I found the posts all very funny, and enjoyed browsing. There weren't too many ads in my opinion ",No,,66b21fb90313358018c9257b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",Queens,NY,11103
2024-10-12 00:58:44,2024-10-12 01:04:04,IP Address,172.59.91.222,100,320,True,2024-10-12 01:04:05,R_3rlkE4afr5OIsIu,,,,,35.0197,-89.8498,anonymous,EN,66895b0af386d8483110b9a3,25,Male,,Black or African American,,n/a,I do not recall any sponsored posts,i liked most of the memes,No,,66895b0af386d8483110b9a3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Memphis,TN,38111
2024-10-12 01:03:13,2024-10-12 01:04:53,IP Address,98.244.55.94,100,100,True,2024-10-12 01:04:54,R_3CQtKoiUncftBY1,,,,,36.7889,-119.9535,anonymous,EN,66ca0ef624eb419583bd48db,23,Male,,"American Indian/Native American or Alaska Native,Asian",,9Gag,"Apple,Nintendo,LG","I liked quite a bit of the memes, the UI similarity to X looks nice. Most of the memes were cool, a few of them were a bit cringey.",No,,66ca0ef624eb419583bd48db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Fresno,CA,93723
2024-10-12 01:04:05,2024-10-12 01:05:07,IP Address,98.2.209.15,100,61,True,2024-10-12 01:05:07,R_3afZYAKwFdZYgqE,,,,,43.7244,-70.2824,anonymous,EN,5e0c0a7b6aab7c3fbeb4a644,29,Female,,White or Caucasian,,"Nintendo ",Nintendo,It was annoying and was annoying to look at,No,,5e0c0a7b6aab7c3fbeb4a644,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Cumberland Foreside,ME,04110
2024-10-12 01:03:38,2024-10-12 01:05:15,IP Address,24.112.86.44,100,97,True,2024-10-12 01:05:16,R_3WVCTkTyPbsDwb9,,,,,35.2233,-82.7455,anonymous,EN,53987712fdf99b68e3a45021,30,Female,,Asian,,Samsung,Samsung,Some of the memes were pretty funny/good. I wouldn’t be mad if I saw a feed like that in real life.,No,,53987712fdf99b68e3a45021,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Brevard,NC,28712
2024-10-12 01:04:30,2024-10-12 01:05:46,IP Address,98.116.108.229,100,76,True,2024-10-12 01:05:47,R_6fT3b3rYUngoE5T,,,,,40.76,-73.5318,anonymous,EN,61021b86628e0777c0c8c015,29,Male,,White or Caucasian,,"Apple, Nintendo, Bose","Bose,Apple,Nintendo,Whoop",The amount of ads was practical and didn’t ruin the scrolling experience.,No,,61021b86628e0777c0c8c015,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Hicksville,NY,11801
2024-10-12 01:04:59,2024-10-12 01:05:56,IP Address,172.59.228.93,100,57,True,2024-10-12 01:05:57,R_3J4ntvEDEJm3hEw,,,,,39.9038,-104.9419,anonymous,EN,65dfc1cb5d408773b1a4271a,20,Female,,White or Caucasian,,Apple,Apple,"It was funny, but I wanted more than one account. I also didn't like that there were sometimes two ads in a row.",No,,65dfc1cb5d408773b1a4271a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Denver,CO,80231
2024-10-12 01:04:57,2024-10-12 01:06:10,IP Address,66.110.245.9,100,72,True,2024-10-12 01:06:10,R_7aEayBQabEn2qqK,,,,,36.002,-80.0004,anonymous,EN,650f06be0a0601d7d7a31e56,29,Female,,Black or African American,,adidas,Apple,It was pretty entertaining and fun to read the memes.,No,,650f06be0a0601d7d7a31e56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",High Point,NC,27265
2024-10-12 01:04:22,2024-10-12 01:06:11,IP Address,24.28.115.252,100,108,True,2024-10-12 01:06:12,R_7ksN7AbD2MuIx2h,,,,,32.9103,-96.7283,anonymous,EN,66dfca96a81711e53679ad4b,19,Female,,Other,Hispanic,apple,"Bose,Apple,Fitbit",I liked the social media feed. It's simple and has many relatable memes.,No,,66dfca96a81711e53679ad4b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Dallas,TX,75229
2024-10-12 01:04:33,2024-10-12 01:06:24,IP Address,174.87.213.206,100,110,True,2024-10-12 01:06:25,R_1OqzVsbh3vDZ8eP,,,,,39.0207,-119.7277,anonymous,EN,6089ced32208d519e8ff3ef4,26,Female,,White or Caucasian,,Switch,"Apple,Nintendo,Beats by Dre,Fitbit","The beginning was pretty solid, but then scrolling further down it just kept getting worse and cringey. ",No,,6089ced32208d519e8ff3ef4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Minden,NV,89423
2024-10-12 01:05:23,2024-10-12 01:06:39,IP Address,24.46.46.39,100,75,True,2024-10-12 01:06:40,R_1thviHLhSaNiPoS,,,,,40.5795,-73.9889,anonymous,EN,5e4d2e7f6603cd16888864e7,27,Female,,White or Caucasian,,n/a,"Bose,Spotify",I thought the memes were actually funny and liked them,No,,5e4d2e7f6603cd16888864e7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Brooklyn,NY,11224
2024-10-12 01:05:49,2024-10-12 01:07:34,IP Address,184.88.33.245,100,104,True,2024-10-12 01:07:34,R_3CyvStHzYggMNes,,,,,28.5504,-81.1833,anonymous,EN,67033b86343d35f73b579dd5,18,Prefer not to say,,White or Caucasian,,bose (?) headphones,Bose,The ads seemed more spread out than they tend to be when I use twitter.,No,,67033b86343d35f73b579dd5,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Orlando,FL,32828
2024-10-12 01:06:12,2024-10-12 01:07:53,IP Address,174.211.114.143,100,100,True,2024-10-12 01:07:53,R_5PiVlqhDqBWZJsI,,,,,25.8906,-80.1784,anonymous,EN,5f218ec7604e35564a7ea1ea,29,Male,,White or Caucasian,,"Nintendo Switch , Bose","Bose,Nintendo",It's very 9GAG..  trying to cling onto their past success by throwing out as many relatable tweets as possible. Also feels like I've seen a few of these before but not from them.,No,,5f218ec7604e35564a7ea1ea,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Tampa,FL,33619
2024-10-12 01:07:27,2024-10-12 01:08:18,IP Address,65.128.237.88,100,50,True,2024-10-12 01:08:19,R_3RmDVLwtFIUl9aw,,,,,45.0196,-93.2402,anonymous,EN,5f1e7c6768c1bb8491f39191,22,Female,,White or Caucasian,,N/a,"Samsung,Beats by Dre",I thought the memes were great. Couldn't hide the sponsored posts,No,,5f1e7c6768c1bb8491f39191,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Minneapolis,MN,55418
2024-10-12 01:06:31,2024-10-12 01:08:42,IP Address,47.184.141.130,100,131,True,2024-10-12 01:08:43,R_7DtWBQm0sRCc05y,,,,,32.9569,-96.6746,anonymous,EN,66d327f02e9e567850b49aee,29,Female,,Asian,,n/a,I do not recall any sponsored posts,"I did briefly glance at the ads, but I mostly focused on the posts that weren't ads. Some of the posts were funny.",No,,66d327f02e9e567850b49aee,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Garland,TX,75044
2024-10-12 01:05:15,2024-10-12 01:08:50,IP Address,73.99.83.221,100,214,True,2024-10-12 01:08:51,R_7PtVp9e8ubDiYdC,,,,,37.5147,-77.5034,anonymous,EN,65959405ee4e37b77f945584,25,Non-binary / third gender,,Black or African American,,"Samsung Headphones. ",Samsung,"I like the fact that a lot of the post were relatable and witty. As I tend to like my memes dry, accurate, and laugh/smile inducing. Most of the ones provided in the mock feed checked all of my major boxes. 

I also like the fact that there were a lot of images and/or characters from popular cartoons and/or pop culture as a whole. ",No,,65959405ee4e37b77f945584,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Richmond,VA,23225
2024-10-12 01:07:46,2024-10-12 01:09:21,IP Address,76.50.59.250,100,94,True,2024-10-12 01:09:22,R_6QRwC6cWMMoC92P,,,,,34.2193,-118.9842,anonymous,EN,5ebb08645a22c70c2ba793e4,30,Female,,Asian,,"nintendo, apple","Bose,Apple,Nintendo,Whoop","It was full of memes. There were scattered ads, but they did not distract from my scrolling.",No,,5ebb08645a22c70c2ba793e4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Camarillo,CA,93012
